lng,lat
-7.396291499999999530e+01,4.080425200000000530e+01
-7.396283400000000086e+01,4.079420300000000310e+01
-7.396278199999999003e+01,4.078152999999999651e+01
-7.396265900000000215e+01,4.075485499999999917e+01
-7.396196600000000387e+01,4.075961900000000071e+01
-7.396196199999999976e+01,4.079797999999999547e+01
-7.396179000000000769e+01,4.081802499999999867e+01
-7.396170699999998988e+01,4.081126799999999832e+01
-7.396162900000000207e+01,4.077700099999999850e+01
-7.396160799999999824e+01,4.076436500000000507e+01
-7.396154099999999687e+01,4.080613300000000265e+01
-7.396145799999999326e+01,4.079339300000000179e+01
-7.396125000000000682e+01,4.077172999999999803e+01
-7.396072399999999902e+01,4.075649600000000561e+01
-7.396056099999999844e+01,4.081588200000000199e+01
-7.396052299999999491e+01,4.079736900000000333e+01
-7.396041600000000926e+01,4.078153199999999856e+01
-7.396031899999999837e+01,4.080399200000000093e+01
-7.396023100000000738e+01,4.076624199999999831e+01
-7.396011899999999173e+01,4.077636300000000347e+01
-7.395965300000000298e+01,4.077105399999999946e+01
-7.395965200000000550e+01,4.082032900000000097e+01
-7.395963199999999915e+01,4.080874800000000135e+01
-7.395931199999999706e+01,4.079442499999999683e+01
-7.395930600000001220e+01,4.075770399999999682e+01
-7.395908599999999922e+01,4.079935700000000054e+01
-7.395900400000000730e+01,4.078346700000000169e+01
-7.395883800000000008e+01,4.081518200000000007e+01
-7.395878100000000188e+01,4.076398999999999972e+01
-7.395873000000000275e+01,4.077827199999999408e+01
-7.395836300000000563e+01,4.076880200000000087e+01
-7.395826200000000483e+01,4.081062500000000171e+01
-7.395825400000001082e+01,4.080471400000000415e+01
-7.395787099999999725e+01,4.082241700000000151e+01
-7.395781399999999906e+01,4.077357399999999643e+01
-7.395763599999999371e+01,4.078534400000000204e+01
-7.395759800000000439e+01,4.076023200000000202e+01
-7.395751500000000078e+01,4.081699499999999858e+01
-7.395730999999999256e+01,4.078022199999999486e+01
-7.395693500000000142e+01,4.076652199999999482e+01
-7.395681400000000849e+01,4.081260699999999986e+01
-7.395680600000000027e+01,4.080754600000000210e+01
-7.395677799999999991e+01,4.080248800000000386e+01
-7.395674999999999955e+01,4.078920399999999802e+01
-7.395647300000000257e+01,4.077139600000000286e+01
-7.395619800000000055e+01,4.076097899999999896e+01
-7.395615999999999701e+01,4.081886400000000492e+01
-7.395603400000000249e+01,4.078466699999999889e+01
-7.395586999999999023e+01,4.077623499999999979e+01
-7.395544399999999996e+01,4.081448300000000273e+01
-7.395543000000000688e+01,4.080942899999999440e+01
-7.395538499999999260e+01,4.082354899999999986e+01
-7.395536800000000710e+01,4.080442000000000036e+01
-7.395528900000000760e+01,4.079943499999999545e+01
-7.395515999999999224e+01,4.076491800000000154e+01
-7.395506100000000060e+01,4.079272999999999882e+01
-7.395466199999999901e+01,4.078654399999999924e+01
-7.395463499999999613e+01,4.078079499999999769e+01
-7.395456599999999980e+01,4.076976700000000164e+01
-7.395409899999999936e+01,4.077464600000000416e+01
-7.395407600000000059e+01,4.081635599999999897e+01
-7.395401099999999417e+01,4.081137000000000370e+01
-7.395395699999998840e+01,4.080635300000000143e+01
-7.395393500000000131e+01,4.080128799999999956e+01
-7.395381299999999669e+01,4.082208099999999718e+01
-7.395343800000000556e+01,4.079108499999999538e+01
-7.395336400000000765e+01,4.078518799999999800e+01
-7.395325900000000274e+01,4.076752400000000165e+01
-7.395303599999999733e+01,4.078012100000000117e+01
-7.395272299999999177e+01,4.080419000000000551e+01
-7.395272099999999682e+01,4.077233100000000121e+01
-7.395270800000000122e+01,4.081822999999999979e+01
-7.395259099999999819e+01,4.081076500000000351e+01
-7.395253300000000252e+01,4.082642399999999583e+01
-7.395248300000000086e+01,4.079825300000000254e+01
-7.395207299999999861e+01,4.079296699999999731e+01
-7.395192500000000280e+01,4.078716099999999756e+01
-7.395175000000000409e+01,4.076601199999999636e+01
-7.395174300000000756e+01,4.077787500000000165e+01
-7.395132199999999045e+01,4.081356699999999904e+01
-7.395130299999999579e+01,4.082264599999999888e+01
-7.395129500000000178e+01,4.083141599999999727e+01
-7.395120500000000163e+01,4.078262600000000049e+01
-7.395111300000000654e+01,4.080515399999999460e+01
-7.395109399999999766e+01,4.080009099999999478e+01
-7.395097199999999305e+01,4.077065499999999787e+01
-7.395061300000000415e+01,4.079496500000000481e+01
-7.395054300000001035e+01,4.078905499999999762e+01
-7.395041899999999657e+01,4.082638599999999940e+01
-7.395033800000000213e+01,4.077556500000000028e+01
-7.394988100000000486e+01,4.078043499999999710e+01
-7.394975699999999108e+01,4.081210300000000046e+01
-7.394974000000000558e+01,4.080704000000000065e+01
-7.394971400000000017e+01,4.083269699999999602e+01
-7.394968000000000075e+01,4.080202399999999585e+01
-7.394950599999999952e+01,4.076846599999999654e+01
-7.394945600000001207e+01,4.082268200000000036e+01
-7.394933199999999829e+01,4.078519399999999706e+01
-7.394916299999999865e+01,4.079094500000000068e+01
-7.394905400000000384e+01,4.079710800000000148e+01
-7.394900900000000377e+01,4.077334299999999701e+01
-7.394899399999999901e+01,4.082833400000000523e+01
-7.394876299999999958e+01,4.083646900000000102e+01
-7.394867700000000355e+01,4.081569199999999853e+01
-7.394842500000000030e+01,4.077817699999999945e+01
-7.394832700000000614e+01,4.080897199999999714e+01
-7.394827300000000037e+01,4.080395700000000403e+01
-7.394809200000000260e+01,4.082455000000000211e+01
-7.394803699999999935e+01,4.078294400000000053e+01
-7.394775799999999322e+01,4.079287100000000521e+01
-7.394763799999999776e+01,4.083019500000000335e+01
-7.394759000000000526e+01,4.077107199999999665e+01
-7.394746100000000411e+01,4.078775300000000215e+01
-7.394744099999999776e+01,4.081775999999999982e+01
-7.394725999999999999e+01,4.083799600000000396e+01
-7.394712199999999314e+01,4.077592899999999787e+01
-7.394697399999999732e+01,4.079996099999999615e+01
-7.394693300000000136e+01,4.081087999999999738e+01
-7.394689999999999941e+01,4.080583899999999886e+01
-7.394672099999999659e+01,4.082397100000000023e+01
-7.394660000000000366e+01,4.078067899999999923e+01
-7.394634700000000294e+01,4.079480499999999665e+01
-7.394611600000000351e+01,4.077209099999999609e+01
-7.394608599999999399e+01,4.078963699999999903e+01
-7.394606500000000437e+01,4.081962800000000158e+01
-7.394596099999999694e+01,4.083282800000000634e+01
-7.394585600000000625e+01,4.083855900000000361e+01
-7.394574099999999817e+01,4.082776799999999895e+01
-7.394556800000000862e+01,4.081275200000000325e+01
-7.394550799999998958e+01,4.080197100000000177e+01
-7.394548199999999838e+01,4.080777299999999741e+01
-7.394530600000000220e+01,4.084817000000000320e+01
-7.394525899999999297e+01,4.078255000000000052e+01
-7.394495400000000984e+01,4.077558400000000205e+01
-7.394495400000000984e+01,4.079671400000000148e+01
-7.394477700000000198e+01,4.082400399999999507e+01
-7.394476999999999123e+01,4.078744199999999864e+01
-7.394468700000000183e+01,4.081904699999999764e+01
-7.394457500000000039e+01,4.083638100000000293e+01
-7.394437399999999627e+01,4.082964000000000482e+01
-7.394418199999999786e+01,4.079224599999999867e+01
-7.394409100000000024e+01,4.084214399999999756e+01
-7.394408299999999201e+01,4.080969299999999578e+01
-7.394395099999999843e+01,4.077975500000000153e+01
-7.394389599999999518e+01,4.080129099999999909e+01
-7.394369899999999518e+01,4.081530599999999964e+01
-7.394360199999999850e+01,4.084772199999999742e+01
-7.394335699999999179e+01,4.082595599999999791e+01
-7.394334000000000628e+01,4.078514400000000251e+01
-7.394332199999999489e+01,4.082091700000000145e+01
-7.394319300000000794e+01,4.083661400000000441e+01
-7.394296899999999084e+01,4.083156400000000019e+01
-7.394293600000000311e+01,4.078993200000000030e+01
-7.394275400000000786e+01,4.080574399999999713e+01
-7.394272099999999170e+01,4.081156800000000118e+01
-7.394269599999999798e+01,4.084390199999999993e+01
-7.394242599999999754e+01,4.080067199999999872e+01
-7.394233599999999740e+01,4.079477599999999882e+01
-7.394229900000000555e+01,4.081722599999999801e+01
-7.394202099999999689e+01,4.084832000000000107e+01
-7.394199700000000064e+01,4.082782299999999509e+01
-7.394197199999999270e+01,4.078455800000000409e+01
-7.394194000000000244e+01,4.082280599999999993e+01
-7.394182600000000605e+01,4.083848799999999812e+01
-7.394156700000000626e+01,4.083348300000000108e+01
-7.394134699999999327e+01,4.081343799999999788e+01
-7.394131800000000965e+01,4.080771299999999968e+01
-7.394114199999999926e+01,4.084404899999999827e+01
-7.394112499999999955e+01,4.079930099999999982e+01
-7.394102499999999623e+01,4.079255999999999460e+01
-7.394093100000000618e+01,4.081909600000000182e+01
-7.394060500000000502e+01,4.085035399999999584e+01
-7.394059500000000185e+01,4.082641399999999976e+01
-7.394048700000000451e+01,4.078518199999999894e+01
-7.394019600000000025e+01,4.083535999999999433e+01
-7.394013599999999542e+01,4.080381699999999512e+01
-7.393994899999999859e+01,4.080958199999999891e+01
-7.393990900000000011e+01,4.081540400000000091e+01
-7.393990300000000104e+01,4.084114100000000036e+01
-7.393962799999999902e+01,4.079446899999999943e+01
-7.393962600000000407e+01,4.083015600000000234e+01
-7.393956599999999924e+01,4.082096500000000106e+01
-7.393923599999999396e+01,4.085117899999999480e+01
-7.393906199999999274e+01,4.079925300000000021e+01
-7.393885500000000377e+01,4.084467899999999929e+01
-7.393883300000000247e+01,4.083722600000000114e+01
-7.393869800000000225e+01,4.080579300000000131e+01
-7.393853900000000579e+01,4.081728199999999873e+01
-7.393845899999999460e+01,4.082633400000000279e+01
-7.393819999999999482e+01,4.079217799999999983e+01
-7.393805199999999900e+01,4.085544300000000106e+01
-7.393792899999999690e+01,4.084108700000000169e+01
-7.393778399999999351e+01,4.079698799999999892e+01
-7.393768799999999430e+01,4.084839000000000198e+01
-7.393763500000000022e+01,4.081274799999999914e+01
